BatchID,param,grid_value,grid_log,sse_prof,delta_sse,sse_min,delta_star_95
F11,n,0.0791663022138965,-2.5362045478000863,0.01878448389767462,1.0674433559287877e-11,0.018784483887000186,0.01202206968768012
F11,n,0.09406297778426907,-2.3637907446177526,0.018784483900001113,1.3000926724071604e-11,0.018784483887000186,0.01202206968768012
F11,n,0.11176275185543257,-2.191376941435419,0.01878448390263052,1.563033383278345e-11,0.018784483887000186,0.01202206968768012
F11,n,0.13279308178980437,-2.0189631382530853,0.018784483905565225,1.8565038395479405e-11,0.018784483887000186,0.01202206968768012
F11,n,0.1577806762850974,-1.8465493350707516,0.01878448390878956,2.178937238972445e-11,0.018784483887000186,0.01202206968768012
F11,n,0.18747017143850994,-1.674135531888418,0.018784483912262985,2.5262798797331953e-11,0.018784483887000186,0.01202206968768012
F11,n,0.2227463210747044,-1.5017217287060842,0.01878448391591507,2.891488437573031e-11,0.018784483887000186,0.01202206968768012
F11,n,0.26466036261448284,-1.3293079255237505,0.018784483919644872,3.264468556585243e-11,0.018784483887000186,0.01202206968768012
F11,n,0.31446134419314564,-1.1568941223414169,0.018784483923351053,3.6350866761125644e-11,0.018784483887000186,0.01202206968768012
F11,n,0.3736333465839087,-0.9844803191590832,0.018784483927035567,4.003538126018391e-11,0.018784483887000186,0.01202206968768012
F11,n,0.4439397091483085,-0.8120665159767495,0.01878448393060865,4.360846406203933e-11,0.018784483887000186,0.01202206968768012
F11,n,0.5274755777571501,-0.6396527127944158,0.018784483934455216,4.745502948932945e-11,0.018784483887000186,0.01202206968768012
F11,n,0.6267303406221992,-0.4672389096120817,0.018784483939286136,5.2285949875274795e-11,0.018784483887000186,0.01202206968768012
F11,n,0.7446618126408476,-0.294825106429748,0.018784483947990652,6.099046614971293e-11,0.018784483887000186,0.01202206968768012
F11,n,0.8847843789643893,-0.12241130324741434,0.01878448397023815,8.323796513165505e-11,0.018784483887000186,0.01202206968768012
F11,n,1.0512737244886325,0.05000249993491934,0.018784484062784247,1.7578406091844911e-10,0.018784483887000186,0.01202206968768012
F11,n,1.249091270229899,0.22241630311725302,0.018784484596076057,7.09075870936049e-10,0.018784483887000186,0.01202206968768012
F11,n,1.484132024819206,0.3948301062995867,0.018784489774092365,5.8870921783305e-09,0.018784483887000186,0.01202206968768012
F11,beta,0.022768503962512527,-3.782377103194414,0.17811010528155596,0.15932562139455578,0.018784483887000186,0.01202206968768012
F11,beta,0.0321433556453285,-3.4375495169875174,0.1767403558722369,0.15795587198523672,0.018784483887000186,0.01202206968768012
F11,beta,0.04537826964139536,-3.0927219307806206,0.17482475165496372,0.15604026776796354,0.018784483887000186,0.01202206968768012
F11,beta,0.06406261307526093,-2.747894344573724,0.17215627427933744,0.15337179039233725,0.018784483887000186,0.01202206968768012
F11,beta,0.09044016941286775,-2.4030667583668275,0.1684596924376784,0.1496752085506782,0.018784483887000186,0.01202206968768012
F11,beta,0.1276785920958143,-2.058239172159931,0.16337928460174386,0.14459480071474368,0.018784483887000186,0.01202206968768012
F11,beta,0.18024980476484972,-1.7134115859530343,0.1564749343305168,0.1376904504435166,0.018784483887000186,0.01202206968768012
F11,beta,0.2544670299417528,-1.368583999746138,0.14723921564315068,0.1284547317561505,0.018784483887000186,0.01202206968768012
F11,beta,0.35924293738821533,-1.0237564135392412,0.1351554327415721,0.11637094885457192,0.018784483887000186,0.01202206968768012
